embedding_row,sample_id,duplicate_group_id,month
2681,R001160,G002402,2022-08
2682,R001161,G001063,2022-08
2683,R001162,G000689,2022-08
2684,R001163,G001174,2022-08
2685,R001164,G000879,2022-08
2686,R001165,G002534,2022-08
2687,R001166,G004238,2022-08
2688,R001167,G003712,2022-08
2689,R001168,G004861,2022-08
2690,R001169,G002938,2022-08
2691,R001170,G003559,2022-08
2692,R001171,G000587,2022-08
2693,R001172,G001771,2022-08
2694,R001173,G004856,2022-08
2695,R001174,G002648,2022-08
2696,R001175,G001553,2022-08
2697,R001176,G003252,2022-08
2698,R001177,G004860,2022-08
2699,R001178,G004581,2022-08
2700,R001179,G005082,2022-08
2701,R001180,G004042,2022-08
2702,R001181,G003867,2022-08
2703,R001182,G004225,2022-08
2704,R001183,G005047,2022-08
2705,R001184,G001733,2022-08
2706,R001185,G005333,2022-08
2707,R001186,G002360,2022-08
2708,R001187,G004395,2022-08
2709,R001188,G004464,2022-08
2710,R001189,G003156,2022-08
2711,R001190,G001247,2022-08
2712,R001191,G000382,2022-08
2713,R001192,G003603,2022-08
2714,R001193,G004246,2022-08
2715,R001194,G004161,2022-08
2716,R001195,G002303,2022-08
2717,R001196,G000643,2022-08
2718,R001197,G003561,2022-08
2719,R001198,G001904,2022-08
2720,R001199,G004054,2022-08
2721,R001200,G003265,2022-08
2722,R001201,G003046,2022-08
2723,R001202,G002884,2022-08
2724,R001203,G003769,2022-08
2725,R001204,G001373,2022-08
2726,R001205,G004738,2022-08
2727,R001206,G000681,2022-08
2728,R001207,G000169,2022-08
2729,R001208,G003414,2022-08
2730,R001209,G004430,2022-08
2731,R001210,G003248,2022-08
2732,R001211,G003687,2022-08
2733,R001212,G001427,2022-08
2734,R001213,G001717,2022-08
2735,R001214,G004214,2022-08
2736,R001215,G004271,2022-08
2737,R001216,G001854,2022-08
2738,R001217,G001086,2022-08
2739,R001218,G001077,2022-08
2740,R001219,G003349,2022-08
2741,R001220,G003655,2022-08
2742,R001221,G001049,2022-08
2743,R001222,G004144,2022-08
2744,R001223,G001104,2022-08
2745,R001224,G004699,2022-08
2746,R001225,G005243,2022-08
2747,R001226,G003947,2022-08
2748,R001227,G004894,2022-08
2749,R001228,G003129,2022-08
2750,R001229,G001400,2022-08
2751,R001230,G005407,2022-08
2752,R001231,G001447,2022-08
2753,R001232,G002861,2022-08
2754,R001233,G001871,2022-08
2755,R001234,G001471,2022-08
2756,R001235,G001488,2022-08
2757,R001236,G000950,2022-08
2758,R001237,G003157,2022-08
2759,R001238,G005015,2022-08
2760,R001239,G005141,2022-08
2761,R001240,G000303,2022-08
2762,R001241,G003591,2022-08
2763,R001242,G001022,2022-08
2764,R001243,G003804,2022-08
2765,R001244,G005204,2022-08
2766,R001245,G001742,2022-08
2767,R001246,G001504,2022-08
2768,R001247,G000178,2022-08
2769,R001248,G005201,2022-08
2770,R001249,G004884,2022-08
2771,R001250,G005193,2022-08
2772,R001251,G002904,2022-08
2773,R001252,G004857,2022-08
2774,R001253,G002186,2022-08
2775,R001254,G001101,2022-08
2776,R001255,G000605,2022-08
2777,R001256,G000794,2022-08
2778,R001257,G004012,2022-08
2779,R001258,G000058,2022-08
2780,R001259,G005270,2022-08
2781,R001260,G004732,2022-08
2782,R001261,G001258,2022-08
2783,R001262,G000535,2022-08
2784,R001263,G003051,2022-08
2785,R001264,G002398,2022-08
2786,R001265,G005159,2022-08
2787,R001266,G002544,2022-08
2788,R001267,G003562,2022-08
2789,R001268,G002177,2022-08
2790,R001269,G002090,2022-08
2791,R001270,G001918,2022-08
2792,R001271,G005386,2022-08
2793,R001272,G003644,2022-08
2794,R001273,G000839,2022-08
2795,R001274,G002668,2022-08
2796,R001275,G003829,2022-08
2797,R001276,G000661,2022-08
2798,R001277,G004653,2022-08
2799,R001278,G001585,2022-08
2800,R001279,G004021,2022-08
2801,R001280,G002319,2022-08
2802,R001281,G003505,2022-08
2803,R001282,G001041,2022-08
2804,R001283,G002236,2022-08
2805,R001284,G002654,2022-08
2806,R001285,G004813,2022-08
2807,R001286,G002544,2022-08
2808,R001287,G004901,2022-08
2809,R001288,G000239,2022-08
2810,R001289,G003205,2022-08
2811,R001290,G003463,2022-08
2812,R001291,G004847,2022-08
2813,R001292,G001120,2022-08
2814,R001293,G004060,2022-08
2815,R001294,G003847,2022-08
2816,R001295,G000211,2022-08
2817,R001296,G000201,2022-08
2818,R001297,G005026,2022-08
2819,R001298,G002544,2022-08
2820,R001299,G003660,2022-08
2821,R001300,G000951,2022-08
2822,R001301,G005316,2022-08
2823,R001302,G001949,2022-08
2824,R001303,G003334,2022-08
2825,R001304,G005198,2022-08
2826,R001305,G000538,2022-08
2827,R001306,G004307,2022-08
2828,R001307,G002324,2022-08
2829,R001308,G001211,2022-08
2830,R001309,G003734,2022-08
2831,R001310,G002746,2022-08
2832,R001311,G004049,2022-08
2833,R001312,G000934,2022-08
2834,R001313,G005217,2022-08
2835,R001314,G000346,2022-08
2836,R001315,G003143,2022-08
2837,R001316,G003466,2022-08
2838,R001317,G003423,2022-08
2839,R001318,G001274,2022-08
2840,R001319,G003075,2022-08
2841,R001320,G002715,2022-08
2842,R001321,G004294,2022-08
2843,R001322,G004545,2022-08
2844,R001323,G000621,2022-08
2845,R001324,G003931,2022-08
2846,R001325,G004991,2022-08
2847,R001326,G004909,2022-08
2848,R001327,G000496,2022-08
2849,R001328,G002234,2022-08
2850,R001329,G001767,2022-08
2851,R001330,G004338,2022-08
2852,R001331,G001113,2022-08
2853,R001332,G001139,2022-08
2854,R001333,G004694,2022-08
2855,R001334,G001337,2022-08
2856,R001335,G003219,2022-08
2857,R001336,G002700,2022-08
2858,R001337,G004183,2022-08
2859,R001338,G001394,2022-08
2860,R001339,G000375,2022-08
2861,R001340,G003903,2022-08
2862,R001341,G003741,2022-08
2863,R001342,G001822,2022-08
2864,R001343,G000282,2022-08
2865,R001344,G001202,2022-08
2866,R001345,G003182,2022-08
2867,R001346,G000918,2022-08
2868,R001347,G000684,2022-08
2869,R001348,G004963,2022-08
2870,R001349,G001586,2022-08
2871,R001350,G001812,2022-08
2872,R001351,G003445,2022-08
2873,R001352,G002916,2022-08
2874,R001353,G004817,2022-08
2875,R001354,G003014,2022-08
2876,R001355,G002805,2022-08
2877,R001356,G004700,2022-08
2878,R001357,G003355,2022-08
2879,R001358,G001430,2022-08
2880,R001359,G001332,2022-08
2881,R001360,G005280,2022-08
2882,R001361,G004360,2022-08
2883,R001362,G004883,2022-08
2884,R001363,G000340,2022-08
2885,R001364,G002082,2022-08
2886,R001365,G000636,2022-08
2887,R001366,G003749,2022-08
2888,R001367,G004196,2022-08
2889,R001368,G005299,2022-08
2890,R001369,G001700,2022-08
2891,R001370,G004889,2022-08
2892,R001371,G004364,2022-08
2893,R001372,G003245,2022-08
2894,R001373,G004380,2022-08
2895,R001374,G005281,2022-08
2896,R001375,G003379,2022-08
2897,R001376,G003653,2022-08
2898,R001377,G000910,2022-08
2899,R001378,G002282,2022-08
2900,R001379,G003969,2022-08
2901,R001380,G002206,2022-08
2902,R001381,G001937,2022-08
2903,R001382,G001210,2022-08
2904,R001383,G002505,2022-08
2905,R001384,G004519,2022-08
2906,R001385,G005341,2022-08
2907,R001386,G000628,2022-08
2908,R001387,G004947,2022-08
2909,R001388,G001503,2022-08
2910,R001389,G005368,2022-08
2911,R001390,G001818,2022-08
2912,R001391,G004206,2022-08
2913,R001392,G002675,2022-08
2914,R001393,G000498,2022-08
2915,R001394,G001567,2022-08
2916,R001395,G003725,2022-08
2917,R001396,G001641,2022-08
2918,R001397,G004678,2022-08
2919,R001398,G002957,2022-08
2920,R001399,G004953,2022-08
2921,R001400,G001730,2022-08
2922,R001401,G001538,2022-08
2923,R001402,G000844,2022-08
2924,R001403,G001806,2022-08
2925,R001404,G000887,2022-08
2926,R001405,G000717,2022-08
2927,R001406,G001225,2022-08
2928,R001407,G001013,2022-08
2929,R001408,G005120,2022-08
2930,R001409,G001964,2022-08
2931,R001410,G005179,2022-08
2932,R001411,G000872,2022-08
2933,R001412,G003294,2022-08
2934,R001413,G002161,2022-08
2935,R001414,G002475,2022-08
2936,R001415,G004742,2022-08
2937,R001416,G004521,2022-08
2938,R001417,G000731,2022-08
2939,R001418,G001566,2022-08
2940,R001419,G000105,2022-08
2941,R001420,G005030,2022-08
2942,R001421,G001685,2022-08
2943,R001422,G001296,2022-08
2944,R001423,G000940,2022-08
2945,R001424,G002175,2022-08
2946,R001425,G000104,2022-08
2947,R001426,G005259,2022-08
2948,R001427,G000805,2022-08
2949,R001428,G003506,2022-08
2950,R001429,G004752,2022-08
2951,R001430,G004467,2022-08
2952,R001431,G004854,2022-08
2953,R001432,G004810,2022-08
2954,R001433,G000337,2022-08
2955,R001434,G002001,2022-08
2956,R001435,G002356,2022-08
2957,R001436,G000674,2022-08
2958,R001437,G002725,2022-08
2959,R001438,G000393,2022-08
2960,R001439,G003597,2022-08
2961,R001440,G004843,2022-08
2962,R001441,G000407,2022-08
2963,R001442,G002510,2022-08
2964,R001443,G004164,2022-08
2965,R001444,G000187,2022-08
2966,R001445,G004478,2022-08
2967,R001446,G003678,2022-08
2968,R001447,G003090,2022-08
2969,R001448,G001422,2022-08
2970,R001449,G000300,2022-08
2971,R001450,G005279,2022-08
2972,R001451,G002800,2022-08
2973,R001452,G001662,2022-08
2974,R001453,G005077,2022-08
2975,R001454,G002909,2022-08
2976,R001455,G004709,2022-08
2977,R001456,G004236,2022-08
2978,R001457,G002503,2022-08
2979,R001458,G003735,2022-08
2980,R001459,G001754,2022-08
2981,R001460,G004921,2022-08
2982,R001461,G003082,2022-08
2983,R001462,G000244,2022-08
2984,R001463,G003539,2022-08
2985,R001464,G002079,2022-08
2986,R001465,G004844,2022-08
2987,R001466,G001007,2022-08
2988,R001467,G000147,2022-08
2989,R001468,G002807,2022-08
2990,R001469,G005061,2022-08
2991,R001470,G002502,2022-08
2992,R001471,G000468,2022-08
2993,R001472,G004853,2022-08
2994,R001473,G003624,2022-08
2995,R001474,G005036,2022-08
2996,R001475,G001116,2022-08
2997,R001476,G003099,2022-08
2998,R001477,G003630,2022-08
2999,R001478,G001755,2022-08
3000,R001479,G002061,2022-08
3001,R001480,G000933,2022-08
3002,R001481,G002365,2022-08
3003,R001482,G003393,2022-08
3004,R001483,G000987,2022-08
3005,R001484,G004523,2022-08
3006,R001485,G003991,2022-08
3007,R001486,G003594,2022-08
3008,R001487,G000700,2022-08
3009,R001488,G003285,2022-08
3010,R001489,G000707,2022-08
3011,R001490,G005214,2022-08
3012,R001491,G001796,2022-08
3013,R001492,G004927,2022-08
3014,R001493,G005322,2022-08
3015,R001494,G003102,2022-08
3016,R001495,G003198,2022-08
3017,R001496,G001372,2022-08
3018,R001497,G002481,2022-08
3019,R001498,G002878,2022-08
3020,R001499,G000993,2022-08
3021,R001500,G002150,2022-08
3022,R001501,G002834,2022-08
3023,R001502,G005222,2022-08
3024,R001503,G005018,2022-08
3025,R001504,G004382,2022-08
3026,R001505,G000278,2022-08
3027,R001506,G001857,2022-08
3028,R001507,G003247,2022-08
3029,R001508,G001859,2022-08
3030,R001509,G005302,2022-08
3031,R001510,G004760,2022-08
3032,R001511,G001702,2022-08
3033,R001512,G000966,2022-08
3034,R001513,G000243,2022-08
3035,R001514,G002637,2022-08
3036,R001515,G001472,2022-08
3037,R001516,G001851,2022-08
3038,R001517,G001207,2022-08
3039,R001518,G004305,2022-08
3040,R001519,G004505,2022-08
3041,R001520,G003545,2022-08
3042,R001521,G002883,2022-08
3043,R001522,G002517,2022-08
3044,R001523,G004462,2022-08
3045,R001524,G000555,2022-08
3046,R001525,G003987,2022-08
3047,R001526,G002586,2022-08
3048,R001527,G000747,2022-08
3049,R001528,G000299,2022-08
3050,R001529,G005113,2022-08
3051,R001530,G001459,2022-08
3052,R001531,G005037,2022-08
3053,R001532,G004083,2022-08
3054,R001533,G000448,2022-08
3055,R001534,G000820,2022-08
3056,R001535,G001399,2022-08
3057,R001536,G000090,2022-08
3058,R001537,G001563,2022-08
3059,R001538,G003015,2022-08
3060,R001539,G000306,2022-08
3061,R001540,G000497,2022-08
3062,R001541,G002019,2022-08
3063,R001542,G000778,2022-08
3064,R001543,G002656,2022-08
3065,R001544,G003810,2022-08
3066,R001545,G002958,2022-08
3067,R001546,G004811,2022-08
3068,R001547,G000724,2022-08
3069,R001548,G001784,2022-08
3070,R001549,G003404,2022-08
3071,R001550,G005387,2022-08
3072,R001551,G005066,2022-08
3073,R001552,G003104,2022-08
3074,R001553,G002853,2022-08
3075,R001554,G001185,2022-08
3076,R001555,G000603,2022-08
3077,R001556,G001040,2022-08
3078,R001557,G000153,2022-08
3079,R001558,G002052,2022-08
3080,R001559,G001852,2022-08
3081,R001560,G003746,2022-08
3082,R001561,G001738,2022-08
3083,R001562,G002304,2022-08
3084,R001563,G004257,2022-08
3085,R001564,G004750,2022-08
3086,R001565,G005011,2022-08
3087,R001566,G004202,2022-08
3088,R001567,G001770,2022-08
3089,R001568,G005173,2022-08
3090,R001569,G001453,2022-08
3091,R001570,G003817,2022-08
3092,R001571,G002983,2022-08
3093,R001572,G004303,2022-08
3094,R001573,G001741,2022-08
3095,R001574,G003681,2022-08
3096,R001575,G000068,2022-08
3097,R001576,G001761,2022-08
3098,R001577,G002630,2022-08
3099,R001578,G005360,2022-08
3100,R001579,G001766,2022-08
3101,R001580,G001916,2022-08
3102,R001581,G002644,2022-08
3103,R001582,G005207,2022-08
3104,R001583,G002255,2022-08
3105,R001584,G002346,2022-08
3106,R001585,G001395,2022-08
3107,R001586,G000764,2022-08
3108,R001587,G003508,2022-08
3109,R001588,G002979,2022-08
3110,R001589,G000729,2022-08
3111,R001590,G005019,2022-08
3112,R001591,G004140,2022-08
3113,R001592,G004487,2022-08
3114,R001593,G000835,2022-08
3115,R001594,G004994,2022-08
3116,R001595,G002716,2022-08
3117,R001596,G003122,2022-08
3118,R001597,G000488,2022-08
3119,R001598,G003818,2022-08
3120,R001599,G001947,2022-08
3121,R001600,G001442,2022-08
3122,R001601,G004516,2022-08
3123,R001602,G004441,2022-08
3124,R001603,G002999,2022-08
3125,R001604,G001111,2022-08
3126,R001605,G001199,2022-08
3127,R001606,G000129,2022-08
3128,R001607,G005040,2022-08
3129,R001608,G003759,2022-08
3130,R001609,G004572,2022-08
3131,R001610,G004659,2022-08
3132,R001611,G003826,2022-08
3133,R001612,G001537,2022-08
3134,R001613,G004279,2022-08
3135,R001614,G002638,2022-08
3136,R001615,G004930,2022-08
3137,R001616,G001407,2022-08
3138,R001617,G000116,2022-08
3139,R001618,G002130,2022-08
3140,R001619,G002818,2022-08
3141,R001620,G004052,2022-08
3142,R001621,G003081,2022-08
3143,R001622,G001477,2022-08
3144,R001623,G002337,2022-08
3145,R001624,G002775,2022-08
3146,R001625,G002407,2022-08
3147,R001626,G000608,2022-08
3148,R001627,G004106,2022-08
3149,R001628,G001792,2022-08
3150,R001629,G002479,2022-08
3151,R001630,G001257,2022-08
3152,R001631,G002084,2022-08
3153,R001632,G002010,2022-08
3154,R001633,G002767,2022-08
3155,R001634,G001405,2022-08
3156,R001635,G005257,2022-08
3157,R001636,G001144,2022-08
3158,R001637,G004163,2022-08
3159,R001638,G004421,2022-08
3160,R001639,G002112,2022-08
3161,R001640,G001276,2022-08
3162,R001641,G005401,2022-08
3163,R001642,G005029,2022-08
3164,R001643,G001259,2022-08
3165,R001644,G002459,2022-08
3166,R001645,G004908,2022-08
3167,R001646,G000334,2022-08
3168,R001647,G003138,2022-08
3169,R001648,G000192,2022-08
3170,R001649,G000682,2022-08
3171,R001650,G002483,2022-08
3172,R001651,G005358,2022-08
3173,R001652,G001406,2022-08
3174,R001653,G000766,2022-08
3175,R001654,G002466,2022-08
3176,R001655,G001178,2022-08
3177,R001656,G005058,2022-08
3178,R001657,G003146,2022-08
3179,R001658,G004790,2022-08
3180,R001659,G005235,2022-08
3181,R001660,G001636,2022-08
3182,R001661,G004116,2022-08
3183,R001662,G001435,2022-08
3184,R001663,G001832,2022-08
3185,R001664,G001318,2022-08
3186,R001665,G000923,2022-08
3187,R001666,G004378,2022-08
3188,R001667,G002435,2022-08
3189,R001668,G003532,2022-08
3190,R001669,G004492,2022-08
3191,R001670,G003405,2022-08
3192,R001671,G004080,2022-08
3193,R001672,G001721,2022-08
3194,R001673,G000736,2022-08
3195,R001674,G000762,2022-08
3196,R001675,G004255,2022-08
3197,R001676,G003244,2022-08
3198,R001677,G004256,2022-08
3199,R001678,G004440,2022-08
3200,R001679,G000461,2022-08
3201,R001680,G002297,2022-08
3202,R001681,G001333,2022-08
3203,R001682,G004453,2022-08
3204,R001683,G001801,2022-08
3205,R001684,G005105,2022-08
3206,R001685,G004018,2022-08
3207,R001686,G000671,2022-08
3208,R001687,G000298,2022-08
3209,R001688,G000318,2022-08
3210,R001689,G003056,2022-08
3211,R001690,G001135,2022-08
3212,R001691,G000131,2022-08
3213,R001692,G004110,2022-08
3214,R001693,G003008,2022-08
3215,R001694,G001544,2022-08
3216,R001695,G001378,2022-08
3217,R001696,G004616,2022-08
3218,R001697,G001866,2022-08
3219,R001698,G001161,2022-08
3220,R001699,G002831,2022-08
3221,R001700,G003062,2022-08
3222,R001701,G003809,2022-08
3223,R001702,G001237,2022-08
3224,R001703,G000082,2022-08
3225,R001704,G001559,2022-08
3226,R001705,G002026,2022-08
3227,R001706,G003237,2022-08
3228,R001707,G003509,2022-08
3229,R001708,G005045,2022-08
3230,R001709,G004527,2022-08
3231,R001710,G001973,2022-08
3232,R001711,G004792,2022-08
3233,R001712,G004873,2022-08
3234,R001713,G004436,2022-08
3235,R001714,G002708,2022-08
3236,R001715,G001409,2022-08
3237,R001716,G001480,2022-08
3238,R001717,G002994,2022-08
3239,R001718,G004674,2022-08
3240,R001719,G001282,2022-08
3241,R001720,G002935,2022-08
3242,R001721,G000945,2022-08
3243,R001722,G000412,2022-08
3244,R001723,G004586,2022-08
3245,R001724,G004384,2022-08
3246,R001725,G000594,2022-08
3247,R001726,G004293,2022-08
3248,R001727,G004004,2022-08
3249,R001728,G000438,2022-08
3250,R001729,G002039,2022-08
3251,R001730,G003823,2022-08
3252,R001731,G002042,2022-08
3253,R001732,G002388,2022-08
3254,R001733,G002768,2022-08
3255,R001734,G003088,2022-08
3256,R001735,G000227,2022-08
3257,R001736,G004547,2022-08
3258,R001737,G004712,2022-08
3259,R001738,G000231,2022-08
3260,R001739,G004827,2022-08
3261,R001740,G001975,2022-08
3262,R001741,G001273,2022-08
3263,R001742,G004219,2022-08
3264,R001743,G003467,2022-08
3265,R001744,G002694,2022-08
3266,R001745,G002218,2022-08
3267,R001746,G003319,2022-08
3268,R001747,G003186,2022-08
3269,R001748,G004168,2022-08
3270,R001749,G001531,2022-08
3271,R001750,G001855,2022-08
3272,R001751,G003608,2022-08
3273,R001752,G002577,2022-08
3274,R001753,G002665,2022-08
3275,R001754,G001903,2022-08
3276,R001755,G004057,2022-08
3277,R001756,G003535,2022-08
3278,R001757,G003790,2022-08
3279,R001758,G004650,2022-08
3280,R001759,G001629,2022-08
3281,R001760,G000635,2022-08
3282,R001761,G003054,2022-08
3283,R001762,G005309,2022-08
3284,R001763,G002009,2022-08
3285,R001764,G002310,2022-08
3286,R001765,G003111,2022-08
3287,R001766,G003976,2022-08
3288,R001767,G001780,2022-08
3289,R001768,G000021,2022-08
3290,R001769,G003123,2022-08
3291,R001770,G000268,2022-08
3292,R001771,G004890,2022-08
3293,R001772,G002174,2022-08
3294,R001773,G002156,2022-08
3295,R001774,G000890,2022-08
3296,R001775,G003499,2022-08
3297,R001776,G005168,2022-08
3298,R001777,G003037,2022-08
3299,R001778,G005275,2022-08
3300,R001779,G001746,2022-08
3301,R001780,G000730,2022-08
3302,R001781,G004502,2022-08
3303,R001782,G001035,2022-08
3304,R001783,G004816,2022-08
3305,R001784,G004567,2022-08
3306,R001785,G002996,2022-08
3307,R001786,G004381,2022-08
3308,R001787,G000654,2022-08
3309,R001788,G005375,2022-08
3310,R001789,G004553,2022-08
3311,R001790,G002757,2022-08
3312,R001791,G002552,2022-08
3313,R001792,G001520,2022-08
3314,R001793,G001055,2022-08
3315,R001794,G005342,2022-08
3316,R001795,G001581,2022-08
3317,R001796,G003787,2022-08
3318,R001797,G004210,2022-08
3319,R001798,G002661,2022-08
3320,R001799,G000125,2022-08
3321,R001800,G002574,2022-08
3322,R001801,G004069,2022-08
3323,R001802,G003908,2022-08
3324,R001803,G003944,2022-08
3325,R001804,G003187,2022-08
3326,R001805,G003567,2022-08
3327,R001806,G001051,2022-08
3328,R001807,G004056,2022-08
3329,R001808,G005265,2022-08
3330,R001809,G003512,2022-08
3331,R001810,G001368,2022-08
3332,R001811,G005352,2022-08
3333,R001812,G002606,2022-08
3334,R001813,G003784,2022-08
3335,R001814,G004025,2022-08
3336,R001815,G001201,2022-08
3337,R001816,G004312,2022-08
3338,R001817,G000523,2022-08
3339,R001818,G004628,2022-08
3340,R001819,G001561,2022-08
3341,R001820,G005271,2022-08
3342,R001821,G003120,2022-08
3343,R001822,G001890,2022-08
3344,R001823,G001091,2022-08
3345,R001824,G000743,2022-08
3346,R001825,G002018,2022-08
3347,R001826,G004809,2022-08
3348,R001827,G001143,2022-08
3349,R001828,G004159,2022-08
3350,R001829,G002068,2022-08
3351,R001830,G004722,2022-08
3352,R001831,G003722,2022-08
3353,R001832,G003553,2022-08
3354,R001833,G000991,2022-08
3355,R001834,G004292,2022-08
3356,R001835,G002822,2022-08
3357,R001836,G002570,2022-08
3358,R001837,G002683,2022-08
3359,R001838,G004186,2022-08
3360,R001839,G001842,2022-08
3361,R001840,G001251,2022-08
3362,R001841,G000550,2022-08
3363,R001869,G005239,2022-08
3364,R001870,G000276,2022-08
3365,R001871,G000259,2022-08
3366,R001872,G000956,2022-08
3367,R001873,G003623,2022-08
3368,R001874,G003128,2022-08
3369,R001875,G005236,2022-08
3370,R001876,G005373,2022-08
3371,R001877,G001790,2022-08
3372,R001878,G005196,2022-08
3373,R001879,G000252,2022-08
3374,R001880,G001642,2022-08
3375,R001881,G000744,2022-08
3376,R001882,G001306,2022-08
3377,R001883,G003689,2022-08
3378,R001884,G003791,2022-08
3379,R001885,G002595,2022-08
3380,R001886,G002406,2022-08
3381,R001887,G004910,2022-08
3382,R001888,G004048,2022-08
3383,R001889,G000311,2022-08
3384,R001890,G002122,2022-08
3385,R001891,G003382,2022-08
3386,R001892,G000797,2022-08
3387,R001893,G002224,2022-08
3388,R001894,G005115,2022-08
3389,R001895,G002563,2022-08
3390,R001896,G004785,2022-08
3391,R001897,G001655,2022-08
3392,R001898,G002907,2022-08
3393,R001899,G003297,2022-08
3394,R001900,G000419,2022-08
3395,R001901,G000240,2022-08
3396,R001902,G001402,2022-08
3397,R001903,G004533,2022-08
3398,R001904,G000051,2022-08
3399,R001905,G001012,2022-08
3400,R001906,G003012,2022-08
3401,R001907,G001797,2022-08
3402,R001908,G003709,2022-08
3403,R001909,G003761,2022-08
3404,R001910,G002415,2022-08
3405,R001911,G001615,2022-08
3406,R001912,G005088,2022-08
3407,R001913,G000519,2022-08
3408,R001914,G001912,2022-08
3409,R001915,G000385,2022-08
3410,R001916,G004179,2022-08
3411,R001917,G002706,2022-08
3412,R001918,G002211,2022-08
3413,R001919,G004218,2022-08
3414,R001920,G004254,2022-08
3415,R001921,G004943,2022-08
3416,R001922,G003304,2022-08
3417,R001923,G001416,2022-08
3418,R001924,G001204,2022-08
3419,R001925,G005372,2022-08
3420,R001926,G004051,2022-08
3421,R001927,G005038,2022-08
3422,R001928,G002947,2022-08
3423,R001929,G003530,2022-08
3424,R001930,G005212,2022-08
3425,R001931,G000350,2022-08
3426,R001932,G005364,2022-08
3427,R001933,G004957,2022-08
3428,R001934,G004408,2022-08
3429,R001935,G004491,2022-08
3430,R001936,G002114,2022-08
3431,R001937,G002104,2022-08
3432,R001938,G003539,2022-08
3433,R001939,G001596,2022-08
3434,R001940,G004919,2022-08
3435,R001941,G000853,2022-08
3436,R001942,G001478,2022-08
3437,R001943,G001691,2022-08
3438,R001944,G002841,2022-08
3439,R001945,G004541,2022-08
3440,R001946,G004145,2022-08
3441,R001947,G004878,2022-08
3442,R001948,G002794,2022-08
3443,R001949,G002762,2022-08
3444,R001950,G002431,2022-08
3445,R001951,G002522,2022-08
3446,R001952,G003042,2022-08
3447,R001953,G000384,2022-08
3448,R001954,G003721,2022-08
3449,R001955,G005402,2022-08
3450,R001956,G002180,2022-08
3451,R001957,G001198,2022-08
3452,R001958,G003598,2022-08
3453,R001959,G000092,2022-08
3454,R001960,G003415,2022-08
3455,R001961,G002069,2022-08
3456,R001962,G005151,2022-08
3457,R001963,G004802,2022-08
3458,R001964,G002274,2022-08
3459,R001965,G000077,2022-08
3460,R001966,G002315,2022-08
3461,R001967,G001839,2022-08
3462,R001968,G000850,2022-08
3463,R001969,G000976,2022-08
3464,R001970,G005300,2022-08
3465,R001971,G004741,2022-08
3466,R001972,G004232,2022-08
3467,R001973,G004789,2022-08
3468,R001974,G000713,2022-08
3469,R001975,G002524,2022-08
3470,R001976,G001513,2022-08
3471,R001977,G003846,2022-08
3472,R001978,G000949,2022-08
3473,R001979,G003301,2022-08
3474,R001980,G000417,2022-08
3475,R001981,G004345,2022-08
3476,R001982,G000858,2022-08
3477,R001983,G003744,2022-08
3478,R001984,G001155,2022-08
3479,R001985,G001911,2022-08
3480,R001986,G004784,2022-08
3481,R001987,G004092,2022-08
3482,R001988,G005109,2022-08
3483,R001989,G001384,2022-08
3484,R001990,G000365,2022-08
3485,R001991,G004877,2022-08
3486,R001992,G001898,2022-08
3487,R001993,G001345,2022-08
3488,R001994,G003367,2022-08
3489,R001995,G005328,2022-08
3490,R001996,G001968,2022-08
3491,R001997,G003892,2022-08
3492,R001998,G001023,2022-08
3493,R001999,G003669,2022-08
3494,R002000,G003173,2022-08
3495,R002001,G002034,2022-08
3496,R002002,G002354,2022-08
3497,R002003,G004988,2022-08
3498,R002004,G002894,2022-08
3499,R002005,G004429,2022-08
3500,R002006,G004598,2022-08
3501,R002007,G001114,2022-08
3502,R002008,G004162,2022-08
3503,R002009,G005118,2022-08
3504,R002010,G003192,2022-08
3505,R002011,G000837,2022-08
3506,R002012,G001671,2022-08
3507,R002013,G004864,2022-08
3508,R002014,G004357,2022-08
3509,R002015,G000332,2022-08
3510,R002016,G004496,2022-08
3511,R002017,G000086,2022-08
3512,R002018,G004804,2022-08
3513,R002019,G001895,2022-08
3514,R002020,G003680,2022-08
3515,R002021,G003616,2022-08
3516,R002022,G004646,2022-08
3517,R002023,G005186,2022-08
3518,R002024,G001195,2022-08
3519,R002025,G002427,2022-08
3520,R002026,G001485,2022-08
3521,R002027,G002755,2022-08
3522,R002028,G004332,2022-08
3523,R002029,G000842,2022-08
3524,R002030,G004825,2022-08
3525,R002031,G003464,2022-08
3526,R002032,G004761,2022-08
3527,R002033,G000585,2022-08
3528,R002034,G000193,2022-08
3529,R002035,G002874,2022-08
3530,R002036,G002209,2022-08
3531,R002037,G002619,2022-08
3532,R002038,G000292,2022-08
3533,R002039,G003091,2022-08
3534,R002040,G004079,2022-08
3535,R002041,G000121,2022-08
3536,R002042,G002198,2022-08
3537,R002043,G002667,2022-08
3538,R002044,G001456,2022-08
3539,R002045,G004820,2022-08
3540,R002046,G004535,2022-08
3541,R002047,G001153,2022-08
3542,R002048,G003092,2022-08
3543,R002049,G005134,2022-08
3544,R002050,G002089,2022-08
3545,R002051,G003996,2022-08
3546,R002052,G001271,2022-08
3547,R002053,G001138,2022-08
3548,R002054,G002613,2022-08
3549,R002055,G000758,2022-08
3550,R002056,G001265,2022-08
3551,R002057,G003882,2022-08
3552,R002058,G001039,2022-08
3553,R002059,G003180,2022-08
